PlayerID,Level,Completed
36,37,0
36,38,1
36,39,0
36,40,0
36,41,0
36,42,0
37,1,1
37,2,0
37,3,1
37,4,1
37,5,1
37,6,1
37,7,0
37,8,1
37,9,0
37,10,0
37,11,1
37,12,0
37,13,1
37,14,1
37,15,0
37,16,1
37,17,1
37,18,0
37,19,0
37,20,1
37,21,0
37,22,0
37,23,0
37,24,1
37,25,0
37,26,1
37,27,0
37,28,1
37,29,0
37,30,0
37,31,0
37,32,1
37,33,0
37,34,1
38,1,1
38,2,1
38,3,0
38,4,1
38,5,0
38,6,0
38,7,1
38,8,1
38,9,0
38,10,0
38,11,1
38,12,0
38,13,0
38,14,1
38,15,1
38,16,1
38,17,0
38,18,1
38,19,1
38,20,0
38,21,1
38,22,1
38,23,1
38,24,1
38,25,1
38,26,1
38,27,0
38,28,1
38,29,0
38,30,0
38,31,1
38,32,0
38,33,0
38,34,1
38,35,0
39,1,1
39,2,0
39,3,0
39,4,0
39,5,0
39,6,0
39,7,1
39,8,1
39,9,0
39,10,1
39,11,1
39,12,0
39,13,0
39,14,1
39,15,1
39,16,1
39,17,0
39,18,1
39,19,0
39,20,1
39,21,1
39,22,0
39,23,0
39,24,0
39,25,0
39,26,1
39,27,1
39,28,0
39,29,1
39,30,1
39,31,0
40,1,0
40,2,1
40,3,0
40,4,0
40,5,0
40,6,1
40,7,0
40,8,0
41,1,1
41,2,0
41,3,1
41,4,1
41,5,0
41,6,0
41,7,0
41,8,0
41,9,1
41,10,1
41,11,0
41,12,0
41,13,1
41,14,1
41,15,0
41,16,1
41,17,1
41,18,0
41,19,0
41,20,0
41,21,1
41,22,0
41,23,0
41,24,0
41,25,1
41,26,1
41,27,1
41,28,1
41,29,0
41,30,0
41,31,0
41,32,0
42,1,0
42,2,1
42,3,1
42,4,1
42,5,1
42,6,1
42,7,1
42,8,0
42,9,0
42,10,0
42,11,0
42,12,1
42,13,1
42,14,1
42,15,0
42,16,1
42,17,0
42,18,1
42,19,1
43,1,0
43,2,0
43,3,0
43,4,1
43,5,1
43,6,0
43,7,0
43,8,0
43,9,0
43,10,1
43,11,1
43,12,1
43,13,1
43,14,1
43,15,1
43,16,0
43,17,1
43,18,0
43,19,1
43,20,0
43,21,1
43,22,1
43,23,1
43,24,1
44,1,0
44,2,0
44,3,0
44,4,0
44,5,1
45,1,1
45,2,1
45,3,1
45,4,1
45,5,1
45,6,1
45,7,0
45,8,1
45,9,1
45,10,1
45,11,0
45,12,0
45,13,1
45,14,1
45,15,0
45,16,0
45,17,1
45,18,0
45,19,0
45,20,0
45,21,1
45,22,0
45,23,1
45,24,0
45,25,0
45,26,0
45,27,0
45,28,0
45,29,1
45,30,1
45,31,1
45,32,0
45,33,1
45,34,0
45,35,0
45,36,1
45,37,0
45,38,1
45,39,1
45,40,0
45,41,0
45,42,1
45,43,0
45,44,1
45,45,1
46,1,0
46,2,0
46,3,0
46,4,1
46,5,0
46,6,1
46,7,1
46,8,0
46,9,1
46,10,0
46,11,1
46,12,1
46,13,0
46,14,1
46,15,0
46,16,1
46,17,1
46,18,0
46,19,1
46,20,1
46,21,1
46,22,1
46,23,1
46,24,1
46,25,0
46,26,1
46,27,0
46,28,1
46,29,1
46,30,1
47,1,0
47,2,0
47,3,0
47,4,0
47,5,0
47,6,1
47,7,0
47,8,0
47,9,0
47,10,0
47,11,0
47,12,1
47,13,1
47,14,1
47,15,1
47,16,1
47,17,0
47,18,0
47,19,0
47,20,1
47,21,0
47,22,0
47,23,1
47,24,0
48,1,1
48,2,1
48,3,0
48,4,1
48,5,1
48,6,0
48,7,1
48,8,1
48,9,0
48,10,1
48,11,1
48,12,1
48,13,0
48,14,0
48,15,0
48,16,1
48,17,0
48,18,0
48,19,1
48,20,0
48,21,1
48,22,0
48,23,1
48,24,0
48,25,0
48,26,1
48,27,1
48,28,0
48,29,1
48,30,0
48,31,0
48,32,1
48,33,1
48,34,1
48,35,0
49,1,1
49,2,1
49,3,0
49,4,0
49,5,0
49,6,1
49,7,0
49,8,0
49,9,0
49,10,1
49,11,1
49,12,0
49,13,1
49,14,0
49,15,1
49,16,1
49,17,1
49,18,0
49,19,0
49,20,0
50,1,1
50,2,1
50,3,1
50,4,1
50,5,0
50,6,1
50,7,0
50,8,0
50,9,0
50,10,1
50,11,1
50,12,0
50,13,1
50,14,0
50,15,0
50,16,0
50,17,1
50,18,1
50,19,0
50,20,0
50,21,0
50,22,0
50,23,1
50,24,0
50,25,1
50,26,1
50,27,1
50,28,1
50,29,1
50,30,1
50,31,1
50,32,1
50,33,0
50,34,0
50,35,0
50,36,0
50,37,1
50,38,0
50,39,0
51,1,1
51,2,0
51,3,1
51,4,0
51,5,1
51,6,0
51,7,1
51,8,1
51,9,1
51,10,1
51,11,1
51,12,1
51,13,0
51,14,0
51,15,0
51,16,0
51,17,1
51,18,0
51,19,1
51,20,1
51,21,0
51,22,1
51,23,1
51,24,1
51,25,0
51,26,0
51,27,1
51,28,0
51,29,0
51,30,0
51,31,1
51,32,0
51,33,0
52,1,1
52,2,1
52,3,0
52,4,0
52,5,1
52,6,0
52,7,0
52,8,1
52,9,1
52,10,1
52,11,1
52,12,0
52,13,0
52,14,0
52,15,1
52,16,0
52,17,1
52,18,1
52,19,0
52,20,1
52,21,1
52,22,1
52,23,0
52,24,1
53,1,1
53,2,1
53,3,1
53,4,1
53,5,1
53,6,0
53,7,1
53,8,1
53,9,0
53,10,1
53,11,1
53,12,1
53,13,1
53,14,0
53,15,1
53,16,1
53,17,0
53,18,0
53,19,1
53,20,0
53,21,1
53,22,1
53,23,1
53,24,0
53,25,1
54,1,0
54,2,1
54,3,1
54,4,1
54,5,1
54,6,1
54,7,1
54,8,0
54,9,1
54,10,1
54,11,0
54,12,1
54,13,0
54,14,1
54,15,0
54,16,0
54,17,1
54,18,0
54,19,0
54,20,0
54,21,0
54,22,0
54,23,1
54,24,1
54,25,0
54,26,1
54,27,1
54,28,1
54,29,0
54,30,1
54,31,1
54,32,1
54,33,0
54,34,0
54,35,1
54,36,0
54,37,0
54,38,0
54,39,0
54,40,1
54,41,0
54,42,0
54,43,0
54,44,1
54,45,1
54,46,1
54,47,1
54,48,1
55,1,1
55,2,1
55,3,1
55,4,1
55,5,1
55,6,1
55,7,1
55,8,1
55,9,0
55,10,0
55,11,1
55,12,0
55,13,0
55,14,1
55,15,0
55,16,1
55,17,1
55,18,1
55,19,0
55,20,0
55,21,1
55,22,0
55,23,1
55,24,0
55,25,1
55,26,0
55,27,1
55,28,1
55,29,0
55,30,0
55,31,1
55,32,1
55,33,0
55,34,1
55,35,0
55,36,1
55,37,0
55,38,1
55,39,0
56,1,0
56,2,1
56,3,1
56,4,1
56,5,0
56,6,0
56,7,1
56,8,1
56,9,0
56,10,0
56,11,1
56,12,1
56,13,1
56,14,0
56,15,0
56,16,0
56,17,0
56,18,0
56,19,0
56,20,0
56,21,0
56,22,1
56,23,1
56,24,1
56,25,1
56,26,0
56,27,1
56,28,0
56,29,1
56,30,1
56,31,0
56,32,1
56,33,0
56,34,0
56,35,1
56,36,0
56,37,1
56,38,0
56,39,0
56,40,1
57,1,1
57,2,0
57,3,0
57,4,1
57,5,0
57,6,1
57,7,0
57,8,1
57,9,1
57,10,0
57,11,1
57,12,0
57,13,0
57,14,1
57,15,1
57,16,1
57,17,0
57,18,1
57,19,0
57,20,0
57,21,1
57,22,1
58,1,1
58,2,1
58,3,0
58,4,0
58,5,1
58,6,0
58,7,0
58,8,0
58,9,1
58,10,0
58,11,0
58,12,1
58,13,1
58,14,0
58,15,0
58,16,0
58,17,1
58,18,1
58,19,0
58,20,0
58,21,0
58,22,1
58,23,0
58,24,0
59,1,0
59,2,1
59,3,0
59,4,1
59,5,1
59,6,1
59,7,0
60,1,1
60,2,1
60,3,1
60,4,1
60,5,1
60,6,0
60,7,1
60,8,1
60,9,1
60,10,1
60,11,0
60,12,1
60,13,0
60,14,1
60,15,0
60,16,1
60,17,0
60,18,1
60,19,1
60,20,0
60,21,0
60,22,0
60,23,0
60,24,0
60,25,1
60,26,1
60,27,1
60,28,1
60,29,1
60,30,1
60,31,0
60,32,0
60,33,0
60,34,0
60,35,1
60,36,0
60,37,0
61,1,0
61,2,1
61,3,1
61,4,0
61,5,0
61,6,0
61,7,1
61,8,1
61,9,1
61,10,1
61,11,1
61,12,1
61,13,0
61,14,0
61,15,0
61,16,0
61,17,0
61,18,1
61,19,0
61,20,0
61,21,0
61,22,0
61,23,0
61,24,0
61,25,1
61,26,0
61,27,0
61,28,0
61,29,1
61,30,1
61,31,0
61,32,0
61,33,0
61,34,0
61,35,1
61,36,1
61,37,1
61,38,0
61,39,0
61,40,0
61,41,0
61,42,1
61,43,0
61,44,1
61,45,1
61,46,0
61,47,0
61,48,1
62,1,0
62,2,1
62,3,1
62,4,1
62,5,0
62,6,0
62,7,0
62,8,1
62,9,0
62,10,1
62,11,1
62,12,0
62,13,1
62,14,0
62,15,0
62,16,1
62,17,1
62,18,1
63,1,1
63,2,1
63,3,0
63,4,0
63,5,1
63,6,1
63,7,1
63,8,0
63,9,0
63,10,1
63,11,0
63,12,1
63,13,1
63,14,1
63,15,1
63,16,1
63,17,0
63,18,1
63,19,0
63,20,0
63,21,0
63,22,1
63,23,1
63,24,0
63,25,1
63,26,1
63,27,1
63,28,0
63,29,0
64,1,1
64,2,1
64,3,1
64,4,1
64,5,0
64,6,1
64,7,0
64,8,1
64,9,0
64,10,0
64,11,1
64,12,1
64,13,0
64,14,1
64,15,0
64,16,0
64,17,0
64,18,0
64,19,0
64,20,1
64,21,1
64,22,1
64,23,0
64,24,1
64,25,0
65,1,1
65,2,1
65,3,1
65,4,1
65,5,0
65,6,0
65,7,1
65,8,1
65,9,1
65,10,1
65,11,0
65,12,1
65,13,1
65,14,0
65,15,0
65,16,1
65,17,0
65,18,1
65,19,0
65,20,1
65,21,1
65,22,1
65,23,1
66,1,0
66,2,0
66,3,0
66,4,1
66,5,0
66,6,1
66,7,1
66,8,1
66,9,1
66,10,1
66,11,1
66,12,1
66,13,1
66,14,0
66,15,0
66,16,0
66,17,1
66,18,0
66,19,0
67,1,1
67,2,1
67,3,0
67,4,0
67,5,1
67,6,1
67,7,1
67,8,0
67,9,1
67,10,0
67,11,0
67,12,0
67,13,0
67,14,1
67,15,0
67,16,1
67,17,0
67,18,1
67,19,1
67,20,1
67,21,1
67,22,0
67,23,1
67,24,0
67,25,0
67,26,1
67,27,0
67,28,0
67,29,1
67,30,0
67,31,1
67,32,0
68,1,1
68,2,0
68,3,1
68,4,1
68,5,0
68,6,1
68,7,1
68,8,1
68,9,0
68,10,0
68,11,0
68,12,0
68,13,1
68,14,1
68,15,0
68,16,0
68,17,0
68,18,0
68,19,0
68,20,0
68,21,1
68,22,0
68,23,1
68,24,1
68,25,1
68,26,0
68,27,1
68,28,0
68,29,0
68,30,1
68,31,0
68,32,1
68,33,0
68,34,1
68,35,0
69,1,1
69,2,0
69,3,0
69,4,1
69,5,0
69,6,0
69,7,0
69,8,1
69,9,0
69,10,1
69,11,0
69,12,0
69,13,0
69,14,1
69,15,0
69,16,1
69,17,0
69,18,0
69,19,0
69,20,0
69,21,0
69,22,0
69,23,0
69,24,1
69,25,0
69,26,0
69,27,0
69,28,1
69,29,0
69,30,0
69,31,0
69,32,0
69,33,1
69,34,1
69,35,1
69,36,0
69,37,0
69,38,1
69,39,1
69,40,1
69,41,1
69,42,0
69,43,0
69,44,1
69,45,1
69,46,0
70,1,0
70,2,1
70,3,0
70,4,0
70,5,1
70,6,0
70,7,0
70,8,1
70,9,1
70,10,0
70,11,0
70,12,1
70,13,1
70,14,0
70,15,0
70,16,1
70,17,1
70,18,0
70,19,0
70,20,0
70,21,1
70,22,1
70,23,1
70,24,0
70,25,0
70,26,1
70,27,0
70,28,1
71,1,0
71,2,0
71,3,1
71,4,1
71,5,1
71,6,1
71,7,0
71,8,1
71,9,1
71,10,0
71,11,1
71,12,1
71,13,1
71,14,1
71,15,1
71,16,1
71,17,1
71,18,0
71,19,1
71,20,0
71,21,0
71,22,1
71,23,0
71,24,0
71,25,1
71,26,1
71,27,1
71,28,1
71,29,1
71,30,0
71,31,0
71,32,0
71,33,1
71,34,0
71,35,1
71,36,1
71,37,1
71,38,1
71,39,1
71,40,0
71,41,1
71,42,0
71,43,0
71,44,1
71,45,1
71,46,0
71,47,1
72,1,0
72,2,0
72,3,1
72,4,1
72,5,0
72,6,1
72,7,0
72,8,0
72,9,1
72,10,1
72,11,1
72,12,1
72,13,0
72,14,0
72,15,1
72,16,0
72,17,1
72,18,1
72,19,0
72,20,1
72,21,0
72,22,1
72,23,0
72,24,1
72,25,1
72,26,1
72,27,0
72,28,0
72,29,1
72,30,0
72,31,0
72,32,0
72,33,0
72,34,1
72,35,0
72,36,0
72,37,0
72,38,0
72,39,1
72,40,0
73,1,1
73,2,0
73,3,1
73,4,1
73,5,0
73,6,1
73,7,0
74,1,1
74,2,0
74,3,1
74,4,0
74,5,0
74,6,0
74,7,1
74,8,1
74,9,0
74,10,1
74,11,0
74,12,1
74,13,1
74,14,0
74,15,0
74,16,0
74,17,1
74,18,0
74,19,1
74,20,0
74,21,1
75,1,1
75,2,1
75,3,1
75,4,0
75,5,1
75,6,0
75,7,1
75,8,0
75,9,1
75,10,0
75,11,1
75,12,1
75,13,0
75,14,1
75,15,0
75,16,0
75,17,0
75,18,0
75,19,1
75,20,1
75,21,1
75,22,0
75,23,1
75,24,1
75,25,0
75,26,1
75,27,0
75,28,0
75,29,0
75,30,1
75,31,1
75,32,1
75,33,0
75,34,0
75,35,0
75,36,1
75,37,1
75,38,0
75,39,1
75,40,0
75,41,0
75,42,1
75,43,1
75,44,0
75,45,0
75,46,1
75,47,1
75,48,0
76,1,1
76,2,1
76,3,0
76,4,1
76,5,1
76,6,0
76,7,0
76,8,0
76,9,0
76,10,0
76,11,1
76,12,0
76,13,1
76,14,1
76,15,0
76,16,1
76,17,0
76,18,0
76,19,0
76,20,1
76,21,1
76,22,1
76,23,1
76,24,1
76,25,0
76,26,0
76,27,0
76,28,1
76,29,1
76,30,1
76,31,1
76,32,0
76,33,0
76,34,0
76,35,1
76,36,0
76,37,0
76,38,0
76,39,1
76,40,0
76,41,0
76,42,1
76,43,1
77,1,0
77,2,1
77,3,0
77,4,1
77,5,1
77,6,0
77,7,0
77,8,0
77,9,1
77,10,1
77,11,1
77,12,1
77,13,0
77,14,0
77,15,0
77,16,1
77,17,1
77,18,1
77,19,0
77,20,1
78,1,1
78,2,0
78,3,0
78,4,0
78,5,1
78,6,1
78,7,1
78,8,0
78,9,1
78,10,1
78,11,0
78,12,1
78,13,0
78,14,1
78,15,0
78,16,1
78,17,1
78,18,0
78,19,1
78,20,1
78,21,0
78,22,0
78,23,1
78,24,0
78,25,0
78,26,0
78,27,1
78,28,1
78,29,1
78,30,0
78,31,0
79,1,0
79,2,1
79,3,0
79,4,1
79,5,0
79,6,0
79,7,1
79,8,1
79,9,1
79,10,1
79,11,1
79,12,0
79,13,1
79,14,0
79,15,0
79,16,1
79,17,1
79,18,1
79,19,1
79,20,1
79,21,1
79,22,0
79,23,1
79,24,0
79,25,0
80,1,1
80,2,1
80,3,1
80,4,1
80,5,0
80,6,0
80,7,0
80,8,0
80,9,0
80,10,0
80,11,0
80,12,0
80,13,0
80,14,1
80,15,0
80,16,1
80,17,1
80,18,0
80,19,1
80,20,0
80,21,0
80,22,1
80,23,1
80,24,0
80,25,1
80,26,1
80,27,0
80,28,0
80,29,1
80,30,0
80,31,0
80,32,1
80,33,0
80,34,1
80,35,1
80,36,1
80,37,1
80,38,0
80,39,1
80,40,1
80,41,0
80,42,1
80,43,1
80,44,0
80,45,0
80,46,0
81,1,0
81,2,0
81,3,1
81,4,1
81,5,1
81,6,1
81,7,1
81,8,0
81,9,0
81,10,0
81,11,0
81,12,0
81,13,0
81,14,0
81,15,1
81,16,0
81,17,1
81,18,1
81,19,0
81,20,0
81,21,1
81,22,0
81,23,1
81,24,0
81,25,0
81,26,0
81,27,0
81,28,0
81,29,0
81,30,1
81,31,1
81,32,0
81,33,0
81,34,0
81,35,0
82,1,1
82,2,1
82,3,0
82,4,0
82,5,0
82,6,1
82,7,0
82,8,1
82,9,0
82,10,0
82,11,1
82,12,1
82,13,1
82,14,1
82,15,1
82,16,1
83,1,0
83,2,0
83,3,1
83,4,1
83,5,0
83,6,1
83,7,0
83,8,0
83,9,0
83,10,0
83,11,0
83,12,1
83,13,0
83,14,1
83,15,1
83,16,1
83,17,1
83,18,0
83,19,1
83,20,1
83,21,1
83,22,0
83,23,1
83,24,1
83,25,0
83,26,1
83,27,0
83,28,0
83,29,1
83,30,1
83,31,1
83,32,0
83,33,0
83,34,0
83,35,1
83,36,1
83,37,1
83,38,0
83,39,0
84,1,1
84,2,0
84,3,0
84,4,1
84,5,1
84,6,0
84,7,1
84,8,0
84,9,0
84,10,0
84,11,0
84,12,0
84,13,1
84,14,1
84,15,0
84,16,0
84,17,1
84,18,0
84,19,0
84,20,0
84,21,1
84,22,1
84,23,1
84,24,0
84,25,0
84,26,1
84,27,0
84,28,1
84,29,0
84,30,0
85,1,1
85,2,0
85,3,1
85,4,1
85,5,1
85,6,0
85,7,1
